Parish,Tract,Week (Thur-Wed),Date for start of week,Date for end of week,Weekly Test Count,Weekly Negative Test Count,Weekly Positive Test Count,Weekly Case Count
Caddo,22017023700,1,2/27/20,3/4/20,0,0,0,0
Caddo,22017023700,2,3/5/20,3/11/20,0,0,0,0
Caddo,22017023700,3,3/12/20,3/18/20,20,12,8,3
Caddo,22017023700,4,3/19/20,3/25/20,43,30,13,6
Caddo,22017023700,5,3/26/20,4/1/20,71,43,28,14
Caddo,22017023700,6,4/2/20,4/8/20,95,73,22,11
Caddo,22017023700,7,4/9/20,4/15/20,80,63,17,7
Caddo,22017023700,8,4/16/20,4/22/20,59,51,8,7
Caddo,22017023700,9,4/23/20,4/29/20,68,58,10,7
Caddo,22017023700,10,4/30/20,5/6/20,109,95,14,10
Caddo,22017023700,11,5/7/20,5/13/20,68,61,7,6
Caddo,22017023700,12,5/14/20,5/20/20,83,79,4,3
Caddo,22017023700,13,5/21/20,5/27/20,90,83,7,5
Caddo,22017023700,14,5/28/20,6/3/20,114,109,5,3
Caddo,22017023700,15,6/4/20,6/10/20,73,67,6,3
Caddo,22017023700,16,6/11/20,6/17/20,65,59,5,4
Caddo,22017023700,17,6/18/20,6/24/20,121,108,13,9
Caddo,22017023700,18,6/25/20,7/1/20,160,144,16,10
Caddo,22017023700,19,7/2/20,7/8/20,181,160,21,16
Caddo,22017023700,20,7/9/20,7/15/20,200,166,34,23
Caddo,22017023700,21,7/16/20,7/22/20,163,137,26,17
Caddo,22017023700,22,7/23/20,7/29/20,162,145,15,9
Caddo,22017023700,23,7/30/20,8/5/20,139,132,7,3
Caddo,22017023700,24,8/6/20,8/12/20,175,165,10,7
Caddo,22017023700,25,8/13/20,8/19/20,116,104,11,7
Caddo,22017023700,26,8/20/20,8/26/20,123,113,10,5
Caddo,22017023700,27,8/27/20,9/2/20,89,86,3,2
Caddo,22017023700,28,9/3/20,9/9/20,106,104,2,1
Caddo,22017023700,29,9/10/20,9/16/20,109,100,9,5
Caddo,22017023700,30,9/17/20,9/23/20,123,114,9,6
Caddo,22017023700,31,9/24/20,9/30/20,114,101,13,7
Caddo,22017023800,1,2/27/20,3/4/20,0,0,0,0
Caddo,22017023800,2,3/5/20,3/11/20,0,0,0,0
Caddo,22017023800,3,3/12/20,3/18/20,30,21,9,3
Caddo,22017023800,4,3/19/20,3/25/20,49,28,21,9
Caddo,22017023800,5,3/26/20,4/1/20,124,105,16,9
Caddo,22017023800,6,4/2/20,4/8/20,73,51,22,16
Caddo,22017023800,7,4/9/20,4/15/20,82,65,17,13
Caddo,22017023800,8,4/16/20,4/22/20,43,33,10,6
Caddo,22017023800,9,4/23/20,4/29/20,252,207,44,31
Caddo,22017023800,10,4/30/20,5/6/20,393,366,27,10
Caddo,22017023800,11,5/7/20,5/13/20,363,349,7,1
Caddo,22017023800,12,5/14/20,5/20/20,304,293,11,3
Caddo,22017023800,13,5/21/20,5/27/20,299,271,26,9
Caddo,22017023800,14,5/28/20,6/3/20,308,290,15,8
Caddo,22017023800,15,6/4/20,6/10/20,97,85,12,3
Caddo,22017023800,16,6/11/20,6/17/20,276,260,15,7
Caddo,22017023800,17,6/18/20,6/24/20,261,239,21,13
Caddo,22017023800,18,6/25/20,7/1/20,173,156,17,7
Caddo,22017023800,19,7/2/20,7/8/20,324,290,34,21
Caddo,22017023800,20,7/9/20,7/15/20,234,212,22,12
Caddo,22017023800,21,7/16/20,7/22/20,281,245,26,17
Caddo,22017023800,22,7/23/20,7/29/20,156,146,10,4
Caddo,22017023800,23,7/30/20,8/5/20,184,173,10,3
Caddo,22017023800,24,8/6/20,8/12/20,303,289,13,6
Caddo,22017023800,25,8/13/20,8/19/20,270,263,7,5
Caddo,22017023800,26,8/20/20,8/26/20,245,232,13,8
Caddo,22017023800,27,8/27/20,9/2/20,119,105,14,9
Caddo,22017023800,28,9/3/20,9/9/20,277,258,13,8
Caddo,22017023800,29,9/10/20,9/16/20,280,271,7,3
Caddo,22017023800,30,9/17/20,9/23/20,289,274,13,8
Caddo,22017023800,31,9/24/20,9/30/20,247,235,12,9
Caddo,22017023901,1,2/27/20,3/4/20,0,0,0,0
Caddo,22017023901,2,3/5/20,3/11/20,1,1,0,0
Caddo,22017023901,3,3/12/20,3/18/20,38,36,2,2
Caddo,22017023901,4,3/19/20,3/25/20,104,81,23,9
Caddo,22017023901,5,3/26/20,4/1/20,102,84,18,7
Caddo,22017023901,6,4/2/20,4/8/20,73,70,3,1
Caddo,22017023901,7,4/9/20,4/15/20,57,55,2,1
Caddo,22017023901,8,4/16/20,4/22/20,60,55,4,2
Caddo,22017023901,9,4/23/20,4/29/20,76,71,5,2
Caddo,22017023901,10,4/30/20,5/6/20,76,72,4,2
Caddo,22017023901,11,5/7/20,5/13/20,68,65,3,1
Caddo,22017023901,12,5/14/20,5/20/20,71,67,4,3
Caddo,22017023901,13,5/21/20,5/27/20,85,78,7,4
Caddo,22017023901,14,5/28/20,6/3/20,91,81,10,8
Caddo,22017023901,15,6/4/20,6/10/20,79,77,1,1
Caddo,22017023901,16,6/11/20,6/17/20,99,91,8,5
Caddo,22017023901,17,6/18/20,6/24/20,165,149,16,8
Caddo,22017023901,18,6/25/20,7/1/20,449,425,24,13
Caddo,22017023901,19,7/2/20,7/8/20,304,286,16,13
Caddo,22017023901,20,7/9/20,7/15/20,395,372,22,11
Caddo,22017023901,21,7/16/20,7/22/20,254,231,16,10
Caddo,22017023901,22,7/23/20,7/29/20,375,350,18,13
Caddo,22017023901,23,7/30/20,8/5/20,339,328,11,8
Caddo,22017023901,24,8/6/20,8/12/20,337,325,12,7
Caddo,22017023901,25,8/13/20,8/19/20,250,239,10,6
Caddo,22017023901,26,8/20/20,8/26/20,459,436,21,17
Caddo,22017023901,27,8/27/20,9/2/20,321,292,29,23
Caddo,22017023901,28,9/3/20,9/9/20,316,273,43,38
Caddo,22017023901,29,9/10/20,9/16/20,288,263,24,20
Caddo,22017023901,30,9/17/20,9/23/20,327,287,37,24
Caddo,22017023901,31,9/24/20,9/30/20,291,270,19,15
Caddo,22017023903,1,2/27/20,3/4/20,0,0,0,0
Caddo,22017023903,2,3/5/20,3/11/20,1,1,0,0
Caddo,22017023903,3,3/12/20,3/18/20,15,15,0,0
Caddo,22017023903,4,3/19/20,3/25/20,29,29,0,0
Caddo,22017023903,5,3/26/20,4/1/20,22,19,3,1
Caddo,22017023903,6,4/2/20,4/8/20,45,43,2,2
Caddo,22017023903,7,4/9/20,4/15/20,71,53,18,14
Caddo,22017023903,8,4/16/20,4/22/20,45,39,6,6
Caddo,22017023903,9,4/23/20,4/29/20,252,201,51,29
Caddo,22017023903,10,4/30/20,5/6/20,213,178,35,5
Caddo,22017023903,11,5/7/20,5/13/20,228,197,30,2
Caddo,22017023903,12,5/14/20,5/20/20,267,240,27,2
Caddo,22017023903,13,5/21/20,5/27/20,159,151,6,1
Caddo,22017023903,14,5/28/20,6/3/20,279,271,8,0
Caddo,22017023903,15,6/4/20,6/10/20,120,114,5,2
Caddo,22017023903,16,6/11/20,6/17/20,56,54,2,1
Caddo,22017023903,17,6/18/20,6/24/20,221,211,10,4
Caddo,22017023903,18,6/25/20,7/1/20,208,193,15,5
Caddo,22017023903,19,7/2/20,7/8/20,231,216,11,8
Caddo,22017023903,20,7/9/20,7/15/20,187,162,22,9
Caddo,22017023903,21,7/16/20,7/22/20,180,168,10,5
Caddo,22017023903,22,7/23/20,7/29/20,252,232,19,13
Caddo,22017023903,23,7/30/20,8/5/20,205,195,10,7
Caddo,22017023903,24,8/6/20,8/12/20,259,249,8,4
Caddo,22017023903,25,8/13/20,8/19/20,272,263,8,7
Caddo,22017023903,26,8/20/20,8/26/20,239,234,5,3
Caddo,22017023903,27,8/27/20,9/2/20,169,163,6,5
Caddo,22017023903,28,9/3/20,9/9/20,241,233,8,5
Caddo,22017023903,29,9/10/20,9/16/20,166,161,5,4
Caddo,22017023903,30,9/17/20,9/23/20,233,221,11,10
Caddo,22017023903,31,9/24/20,9/30/20,248,235,11,10
Caddo,22017023904,1,2/27/20,3/4/20,0,0,0,0
Caddo,22017023904,2,3/5/20,3/11/20,1,1,0,0
Caddo,22017023904,3,3/12/20,3/18/20,19,19,0,0
Caddo,22017023904,4,3/19/20,3/25/20,50,41,9,3
Caddo,22017023904,5,3/26/20,4/1/20,61,53,8,4
Caddo,22017023904,6,4/2/20,4/8/20,50,44,6,3
Caddo,22017023904,7,4/9/20,4/15/20,25,23,2,0
Caddo,22017023904,8,4/16/20,4/22/20,39,36,3,2
Caddo,22017023904,9,4/23/20,4/29/20,59,57,2,0
Caddo,22017023904,10,4/30/20,5/6/20,49,46,3,2
Caddo,22017023904,11,5/7/20,5/13/20,24,22,2,2
Caddo,22017023904,12,5/14/20,5/20/20,27,25,2,0
Caddo,22017023904,13,5/21/20,5/27/20,39,38,1,0
Caddo,22017023904,14,5/28/20,6/3/20,55,53,2,2
Caddo,22017023904,15,6/4/20,6/10/20,26,26,0,0
Caddo,22017023904,16,6/11/20,6/17/20,86,86,0,0
Caddo,22017023904,17,6/18/20,6/24/20,74,73,1,1
Caddo,22017023904,18,6/25/20,7/1/20,188,182,6,6
Caddo,22017023904,19,7/2/20,7/8/20,93,88,5,4
Caddo,22017023904,20,7/9/20,7/15/20,88,76,8,6
Caddo,22017023904,21,7/16/20,7/22/20,52,47,5,4
Caddo,22017023904,22,7/23/20,7/29/20,57,51,6,6
Caddo,22017023904,23,7/30/20,8/5/20,62,60,2,2
Caddo,22017023904,24,8/6/20,8/12/20,42,38,4,2
Caddo,22017023904,25,8/13/20,8/19/20,51,48,3,2
Caddo,22017023904,26,8/20/20,8/26/20,116,113,3,2
Caddo,22017023904,27,8/27/20,9/2/20,39,38,1,1
Caddo,22017023904,28,9/3/20,9/9/20,44,39,5,5
Caddo,22017023904,29,9/10/20,9/16/20,54,49,5,4
Caddo,22017023904,30,9/17/20,9/23/20,59,51,8,6
Caddo,22017023904,31,9/24/20,9/30/20,54,51,3,3
Caddo,22017023905,1,2/27/20,3/4/20,0,0,0,0
Caddo,22017023905,2,3/5/20,3/11/20,0,0,0,0
Caddo,22017023905,3,3/12/20,3/18/20,47,47,0,0
Caddo,22017023905,4,3/19/20,3/25/20,36,26,10,5
Caddo,22017023905,5,3/26/20,4/1/20,49,40,9,4
Caddo,22017023905,6,4/2/20,4/8/20,55,50,5,3
Caddo,22017023905,7,4/9/20,4/15/20,38,35,3,2
Caddo,22017023905,8,4/16/20,4/22/20,35,34,1,0
Caddo,22017023905,9,4/23/20,4/29/20,51,51,0,0
Caddo,22017023905,10,4/30/20,5/6/20,53,50,3,1
Caddo,22017023905,11,5/7/20,5/13/20,45,43,2,1
Caddo,22017023905,12,5/14/20,5/20/20,38,35,3,2
Caddo,22017023905,13,5/21/20,5/27/20,52,49,3,3
Caddo,22017023905,14,5/28/20,6/3/20,67,62,5,2
Caddo,22017023905,15,6/4/20,6/10/20,57,52,5,4
Caddo,22017023905,16,6/11/20,6/17/20,59,51,8,6
Caddo,22017023905,17,6/18/20,6/24/20,158,134,24,15
Caddo,22017023905,18,6/25/20,7/1/20,150,123,26,19
Caddo,22017023905,19,7/2/20,7/8/20,159,134,25,15
Caddo,22017023905,20,7/9/20,7/15/20,167,145,22,12
Caddo,22017023905,21,7/16/20,7/22/20,124,111,13,6
Caddo,22017023905,22,7/23/20,7/29/20,126,116,10,4
Caddo,22017023905,23,7/30/20,8/5/20,75,75,0,0
Caddo,22017023905,24,8/6/20,8/12/20,73,72,1,1
Caddo,22017023905,25,8/13/20,8/19/20,77,68,9,7
Caddo,22017023905,26,8/20/20,8/26/20,109,103,6,5
Caddo,22017023905,27,8/27/20,9/2/20,68,64,4,2
Caddo,22017023905,28,9/3/20,9/9/20,87,80,7,4
Caddo,22017023905,29,9/10/20,9/16/20,85,81,4,3
Caddo,22017023905,30,9/17/20,9/23/20,84,80,4,3
Caddo,22017023905,31,9/24/20,9/30/20,95,86,9,7
Caddo,22017024000,1,2/27/20,3/4/20,0,0,0,0
Caddo,22017024000,2,3/5/20,3/11/20,4,2,2,2
Caddo,22017024000,3,3/12/20,3/18/20,69,56,13,4
Caddo,22017024000,4,3/19/20,3/25/20,115,102,13,5
Caddo,22017024000,5,3/26/20,4/1/20,151,109,41,18
Caddo,22017024000,6,4/2/20,4/8/20,103,93,10,5
Caddo,22017024000,7,4/9/20,4/15/20,112,104,8,7
Caddo,22017024000,8,4/16/20,4/22/20,103,94,9,5
Caddo,22017024000,9,4/23/20,4/29/20,156,146,10,2
Caddo,22017024000,10,4/30/20,5/6/20,165,155,10,1
Caddo,22017024000,11,5/7/20,5/13/20,135,130,5,0
Caddo,22017024000,12,5/14/20,5/20/20,306,297,9,4
Caddo,22017024000,13,5/21/20,5/27/20,141,137,4,2
Caddo,22017024000,14,5/28/20,6/3/20,251,245,6,1
Caddo,22017024000,15,6/4/20,6/10/20,206,205,1,0
Caddo,22017024000,16,6/11/20,6/17/20,123,109,14,10
Caddo,22017024000,17,6/18/20,6/24/20,386,365,21,14
Caddo,22017024000,18,6/25/20,7/1/20,571,530,40,27
Caddo,22017024000,19,7/2/20,7/8/20,459,408,48,32
Caddo,22017024000,20,7/9/20,7/15/20,468,416,46,30
Caddo,22017024000,21,7/16/20,7/22/20,360,331,27,19
Caddo,22017024000,22,7/23/20,7/29/20,322,294,28,19
Caddo,22017024000,23,7/30/20,8/5/20,231,215,16,12
Caddo,22017024000,24,8/6/20,8/12/20,356,332,24,17
Caddo,22017024000,25,8/13/20,8/19/20,292,281,11,9
Caddo,22017024000,26,8/20/20,8/26/20,326,292,32,21
Caddo,22017024000,27,8/27/20,9/2/20,394,358,35,28
Caddo,22017024000,28,9/3/20,9/9/20,426,381,42,32
Caddo,22017024000,29,9/10/20,9/16/20,384,365,19,11
Caddo,22017024000,30,9/17/20,9/23/20,442,403,37,30
Caddo,22017024000,31,9/24/20,9/30/20,497,452,45,41
Caddo,22017024102,1,2/27/20,3/4/20,0,0,0,0
Caddo,22017024102,2,3/5/20,3/11/20,0,0,0,0
Caddo,22017024102,3,3/12/20,3/18/20,21,21,0,0
Caddo,22017024102,4,3/19/20,3/25/20,28,24,4,2
Caddo,22017024102,5,3/26/20,4/1/20,52,35,17,6
Caddo,22017024102,6,4/2/20,4/8/20,72,57,15,9
Caddo,22017024102,7,4/9/20,4/15/20,38,33,5,3
Caddo,22017024102,8,4/16/20,4/22/20,39,36,3,1
Caddo,22017024102,9,4/23/20,4/29/20,27,23,4,2
Caddo,22017024102,10,4/30/20,5/6/20,31,30,1,0
Caddo,22017024102,11,5/7/20,5/13/20,45,41,4,2
Caddo,22017024102,12,5/14/20,5/20/20,56,55,1,0
Caddo,22017024102,13,5/21/20,5/27/20,44,42,2,2
Caddo,22017024102,14,5/28/20,6/3/20,40,40,0,0
Caddo,22017024102,15,6/4/20,6/10/20,47,46,1,0
Caddo,22017024102,16,6/11/20,6/17/20,58,54,4,3
Caddo,22017024102,17,6/18/20,6/24/20,64,57,7,4
Caddo,22017024102,18,6/25/20,7/1/20,108,88,20,10
Caddo,22017024102,19,7/2/20,7/8/20,86,78,7,5
Caddo,22017024102,20,7/9/20,7/15/20,108,88,20,13
Caddo,22017024102,21,7/16/20,7/22/20,84,66,18,10
Caddo,22017024102,22,7/23/20,7/29/20,78,72,6,3
Caddo,22017024102,23,7/30/20,8/5/20,62,56,6,3
Caddo,22017024102,24,8/6/20,8/12/20,62,59,3,3
Caddo,22017024102,25,8/13/20,8/19/20,51,49,2,0
Caddo,22017024102,26,8/20/20,8/26/20,58,55,3,2
Caddo,22017024102,27,8/27/20,9/2/20,39,39,0,0
Caddo,22017024102,28,9/3/20,9/9/20,62,55,7,5
Caddo,22017024102,29,9/10/20,9/16/20,42,38,4,3
Caddo,22017024102,30,9/17/20,9/23/20,63,61,2,1
Caddo,22017024102,31,9/24/20,9/30/20,35,32,3,1
Caddo,22017024104,1,2/27/20,3/4/20,0,0,0,0
Caddo,22017024104,2,3/5/20,3/11/20,0,0,0,0
Caddo,22017024104,3,3/12/20,3/18/20,48,45,3,2
Caddo,22017024104,4,3/19/20,3/25/20,76,51,25,9
Caddo,22017024104,5,3/26/20,4/1/20,96,58,38,13
Caddo,22017024104,6,4/2/20,4/8/20,84,56,28,14
Caddo,22017024104,7,4/9/20,4/15/20,94,77,17,12
Caddo,22017024104,8,4/16/20,4/22/20,82,73,9,4
Caddo,22017024104,9,4/23/20,4/29/20,79,72,7,3
Caddo,22017024104,10,4/30/20,5/6/20,86,84,1,1
Caddo,22017024104,11,5/7/20,5/13/20,110,102,8,5
Caddo,22017024104,12,5/14/20,5/20/20,157,153,4,1
Caddo,22017024104,13,5/21/20,5/27/20,86,82,4,3
Caddo,22017024104,14,5/28/20,6/3/20,113,109,4,3
Caddo,22017024104,15,6/4/20,6/10/20,94,92,2,0
Caddo,22017024104,16,6/11/20,6/17/20,247,236,11,8
Caddo,22017024104,17,6/18/20,6/24/20,164,151,12,6
Caddo,22017024104,18,6/25/20,7/1/20,345,306,38,26
Caddo,22017024104,19,7/2/20,7/8/20,266,232,33,22
Caddo,22017024104,20,7/9/20,7/15/20,284,237,43,26
Caddo,22017024104,21,7/16/20,7/22/20,259,231,28,17
Caddo,22017024104,22,7/23/20,7/29/20,339,302,36,24
Caddo,22017024104,23,7/30/20,8/5/20,322,302,18,10
Caddo,22017024104,24,8/6/20,8/12/20,288,262,26,14
Caddo,22017024104,25,8/13/20,8/19/20,278,268,10,6
Caddo,22017024104,26,8/20/20,8/26/20,253,244,7,6
Caddo,22017024104,27,8/27/20,9/2/20,178,170,8,3
Caddo,22017024104,28,9/3/20,9/9/20,211,197,13,10
Caddo,22017024104,29,9/10/20,9/16/20,183,175,8,6
Caddo,22017024104,30,9/17/20,9/23/20,209,204,4,3
Caddo,22017024104,31,9/24/20,9/30/20,200,186,14,10
Caddo,22017024106,1,2/27/20,3/4/20,0,0,0,0
Caddo,22017024106,2,3/5/20,3/11/20,0,0,0,0
Caddo,22017024106,3,3/12/20,3/18/20,36,32,4,2
Caddo,22017024106,4,3/19/20,3/25/20,104,77,27,9
Caddo,22017024106,5,3/26/20,4/1/20,92,66,26,12
Caddo,22017024106,6,4/2/20,4/8/20,119,89,30,15
Caddo,22017024106,7,4/9/20,4/15/20,107,83,24,15
Caddo,22017024106,8,4/16/20,4/22/20,82,63,19,12
Caddo,22017024106,9,4/23/20,4/29/20,88,77,11,4
Caddo,22017024106,10,4/30/20,5/6/20,99,92,7,1
Caddo,22017024106,11,5/7/20,5/13/20,81,77,4,2
Caddo,22017024106,12,5/14/20,5/20/20,75,73,1,1
Caddo,22017024106,13,5/21/20,5/27/20,88,84,4,1
Caddo,22017024106,14,5/28/20,6/3/20,92,87,5,3
Caddo,22017024106,15,6/4/20,6/10/20,95,89,6,5
Caddo,22017024106,16,6/11/20,6/17/20,83,78,5,4
Caddo,22017024106,17,6/18/20,6/24/20,188,169,19,15
Caddo,22017024106,18,6/25/20,7/1/20,373,323,50,33
Caddo,22017024106,19,7/2/20,7/8/20,275,227,47,25
Caddo,22017024106,20,7/9/20,7/15/20,336,270,66,36
Caddo,22017024106,21,7/16/20,7/22/20,233,183,50,26
Caddo,22017024106,22,7/23/20,7/29/20,607,563,40,21
Caddo,22017024106,23,7/30/20,8/5/20,412,386,23,11
Caddo,22017024106,24,8/6/20,8/12/20,388,372,15,7
Caddo,22017024106,25,8/13/20,8/19/20,337,326,8,5
Caddo,22017024106,26,8/20/20,8/26/20,316,314,2,2
Caddo,22017024106,27,8/27/20,9/2/20,294,282,11,6
Caddo,22017024106,28,9/3/20,9/9/20,315,309,4,3
Caddo,22017024106,29,9/10/20,9/16/20,323,317,6,4
Caddo,22017024106,30,9/17/20,9/23/20,357,345,12,8
Caddo,22017024106,31,9/24/20,9/30/20,136,126,10,8
Caddo,22017024107,1,2/27/20,3/4/20,0,0,0,0
Caddo,22017024107,2,3/5/20,3/11/20,0,0,0,0
Caddo,22017024107,3,3/12/20,3/18/20,20,20,0,0
Caddo,22017024107,4,3/19/20,3/25/20,45,38,7,3
Caddo,22017024107,5,3/26/20,4/1/20,51,35,16,6
Caddo,22017024107,6,4/2/20,4/8/20,40,28,12,7
Caddo,22017024107,7,4/9/20,4/15/20,38,37,1,0
Caddo,22017024107,8,4/16/20,4/22/20,41,36,5,4
Caddo,22017024107,9,4/23/20,4/29/20,41,36,5,4
Caddo,22017024107,10,4/30/20,5/6/20,53,43,10,4
Caddo,22017024107,11,5/7/20,5/13/20,64,56,8,4
Caddo,22017024107,12,5/14/20,5/20/20,45,38,7,3
Caddo,22017024107,13,5/21/20,5/27/20,65,62,3,2
Caddo,22017024107,14,5/28/20,6/3/20,75,72,3,1
Caddo,22017024107,15,6/4/20,6/10/20,75,74,1,0
Caddo,22017024107,16,6/11/20,6/17/20,62,49,13,7
Caddo,22017024107,17,6/18/20,6/24/20,120,106,12,9
Caddo,22017024107,18,6/25/20,7/1/20,177,158,19,11
Caddo,22017024107,19,7/2/20,7/8/20,120,106,14,7
Caddo,22017024107,20,7/9/20,7/15/20,158,129,29,23
Caddo,22017024107,21,7/16/20,7/22/20,109,96,12,8
Caddo,22017024107,22,7/23/20,7/29/20,123,106,15,10
Caddo,22017024107,23,7/30/20,8/5/20,129,113,15,10
Caddo,22017024107,24,8/6/20,8/12/20,103,93,10,7
Caddo,22017024107,25,8/13/20,8/19/20,81,72,8,4
Caddo,22017024107,26,8/20/20,8/26/20,83,76,7,2
Caddo,22017024107,27,8/27/20,9/2/20,58,55,3,3
Caddo,22017024107,28,9/3/20,9/9/20,78,74,4,3
Caddo,22017024107,29,9/10/20,9/16/20,57,55,2,1
Caddo,22017024107,30,9/17/20,9/23/20,89,79,10,6
Caddo,22017024107,31,9/24/20,9/30/20,79,71,7,7
Caddo,22017024108,1,2/27/20,3/4/20,0,0,0,0
Caddo,22017024108,2,3/5/20,3/11/20,0,0,0,0
Caddo,22017024108,3,3/12/20,3/18/20,44,41,3,2
Caddo,22017024108,4,3/19/20,3/25/20,62,56,6,2
Caddo,22017024108,5,3/26/20,4/1/20,75,56,19,9
Caddo,22017024108,6,4/2/20,4/8/20,107,88,19,7
Caddo,22017024108,7,4/9/20,4/15/20,87,80,7,4
Caddo,22017024108,8,4/16/20,4/22/20,62,51,11,7
Caddo,22017024108,9,4/23/20,4/29/20,62,55,6,3
Caddo,22017024108,10,4/30/20,5/6/20,210,195,15,9
Caddo,22017024108,11,5/7/20,5/13/20,389,368,20,15
Caddo,22017024108,12,5/14/20,5/20/20,446,421,25,15
Caddo,22017024108,13,5/21/20,5/27/20,471,456,15,6
Caddo,22017024108,14,5/28/20,6/3/20,484,477,6,2
Caddo,22017024108,15,6/4/20,6/10/20,430,425,5,3
Caddo,22017024108,16,6/11/20,6/17/20,365,356,9,6
Caddo,22017024108,17,6/18/20,6/24/20,499,477,20,11
Caddo,22017024108,18,6/25/20,7/1/20,209,186,23,15
Caddo,22017024108,19,7/2/20,7/8/20,447,419,28,19
Caddo,22017024108,20,7/9/20,7/15/20,346,322,24,14
Caddo,22017024108,21,7/16/20,7/22/20,431,403,26,17
Caddo,22017024108,22,7/23/20,7/29/20,572,551,19,11
Caddo,22017024108,23,7/30/20,8/5/20,402,386,16,12
Caddo,22017024108,24,8/6/20,8/12/20,434,423,11,8
Caddo,22017024108,25,8/13/20,8/19/20,295,288,7,6
Caddo,22017024108,26,8/20/20,8/26/20,426,406,18,15
Caddo,22017024108,27,8/27/20,9/2/20,301,277,24,11
Caddo,22017024108,28,9/3/20,9/9/20,443,426,16,8
Caddo,22017024108,29,9/10/20,9/16/20,305,294,11,7
Caddo,22017024108,30,9/17/20,9/23/20,377,350,25,23
Caddo,22017024108,31,9/24/20,9/30/20,391,363,27,23
Caddo,22017024109,1,2/27/20,3/4/20,0,0,0,0
Caddo,22017024109,2,3/5/20,3/11/20,1,1,0,0
Caddo,22017024109,3,3/12/20,3/18/20,22,20,2,1
Caddo,22017024109,4,3/19/20,3/25/20,38,35,3,1
Caddo,22017024109,5,3/26/20,4/1/20,59,41,18,9
Caddo,22017024109,6,4/2/20,4/8/20,56,52,4,3
Caddo,22017024109,7,4/9/20,4/15/20,30,23,7,3
Caddo,22017024109,8,4/16/20,4/22/20,25,24,1,1
Caddo,22017024109,9,4/23/20,4/29/20,36,33,3,2
Caddo,22017024109,10,4/30/20,5/6/20,44,39,5,2
Caddo,22017024109,11,5/7/20,5/13/20,46,44,2,2
Caddo,22017024109,12,5/14/20,5/20/20,45,45,0,0
Caddo,22017024109,13,5/21/20,5/27/20,69,68,1,0
Caddo,22017024109,14,5/28/20,6/3/20,60,59,1,1
Caddo,22017024109,15,6/4/20,6/10/20,43,39,4,2
Caddo,22017024109,16,6/11/20,6/17/20,36,30,6,5
Caddo,22017024109,17,6/18/20,6/24/20,96,81,14,8
Caddo,22017024109,18,6/25/20,7/1/20,108,96,12,7
Caddo,22017024109,19,7/2/20,7/8/20,109,98,11,6
Caddo,22017024109,20,7/9/20,7/15/20,116,105,11,7
Caddo,22017024109,21,7/16/20,7/22/20,101,81,18,10
Caddo,22017024109,22,7/23/20,7/29/20,88,79,7,5
Caddo,22017024109,23,7/30/20,8/5/20,75,62,13,9
Caddo,22017024109,24,8/6/20,8/12/20,87,78,8,6
Caddo,22017024109,25,8/13/20,8/19/20,68,63,5,3
Caddo,22017024109,26,8/20/20,8/26/20,68,58,10,6
Caddo,22017024109,27,8/27/20,9/2/20,51,48,3,1
Caddo,22017024109,28,9/3/20,9/9/20,63,47,16,10
Caddo,22017024109,29,9/10/20,9/16/20,68,62,6,2
Caddo,22017024109,30,9/17/20,9/23/20,61,59,2,2
Caddo,22017024109,31,9/24/20,9/30/20,72,70,2,1
Caddo,22017024201,1,2/27/20,3/4/20,0,0,0,0
Caddo,22017024201,2,3/5/20,3/11/20,0,0,0,0
Caddo,22017024201,3,3/12/20,3/18/20,18,12,6,4
Caddo,22017024201,4,3/19/20,3/25/20,47,27,20,7
Caddo,22017024201,5,3/26/20,4/1/20,58,33,25,7
Caddo,22017024201,6,4/2/20,4/8/20,67,54,13,7
Caddo,22017024201,7,4/9/20,4/15/20,37,23,14,8
Caddo,22017024201,8,4/16/20,4/22/20,39,36,3,2
Caddo,22017024201,9,4/23/20,4/29/20,33,30,3,1
Caddo,22017024201,10,4/30/20,5/6/20,39,37,2,2
Caddo,22017024201,11,5/7/20,5/13/20,49,44,5,2
Caddo,22017024201,12,5/14/20,5/20/20,43,37,6,2
Caddo,22017024201,13,5/21/20,5/27/20,47,42,5,3
Caddo,22017024201,14,5/28/20,6/3/20,74,71,3,1
Caddo,22017024201,15,6/4/20,6/10/20,52,41,11,8
Caddo,22017024201,16,6/11/20,6/17/20,54,45,9,4
Caddo,22017024201,17,6/18/20,6/24/20,117,102,15,11
Caddo,22017024201,18,6/25/20,7/1/20,144,129,15,10
Caddo,22017024201,19,7/2/20,7/8/20,151,129,21,12
Caddo,22017024201,20,7/9/20,7/15/20,138,126,12,7
Caddo,22017024201,21,7/16/20,7/22/20,111,97,13,9
Caddo,22017024201,22,7/23/20,7/29/20,94,83,11,6
Caddo,22017024201,23,7/30/20,8/5/20,106,99,7,4
Caddo,22017024201,24,8/6/20,8/12/20,84,77,7,4
Caddo,22017024201,25,8/13/20,8/19/20,84,77,7,5
Caddo,22017024201,26,8/20/20,8/26/20,66,64,2,1
Caddo,22017024201,27,8/27/20,9/2/20,48,45,3,1
Caddo,22017024201,28,9/3/20,9/9/20,57,55,2,2
Caddo,22017024201,29,9/10/20,9/16/20,87,82,4,2
Caddo,22017024201,30,9/17/20,9/23/20,82,71,11,8
Caddo,22017024201,31,9/24/20,9/30/20,60,60,0,0
Caddo,22017024202,1,2/27/20,3/4/20,0,0,0,0
